alphabet,threshold,method,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,ACC,F1,MCC,aaindex,selected_sites,feature_num
22-Li 2003,0.3,mlp,0.91,0.89,0.91,0.9,0.09,0.11,0.09,0.09,0.9,0.91,0.8,"CHAM830107, FAUJ880105, KLEP840101, FAUJ880109, VENT840101, SUEM840102, FINA910101","[61, 82, 120, 123, 130, 132, 134, 136, 143, 144, 154, 155, 156, 157, 171, 188, 192, 225, 261, 275, 277]",147
25-Weathers 2004,0.3,random forest,0.91,0.89,0.91,0.89,0.09,0.11,0.09,0.09,0.9,0.91,0.79,"CHAM830107, RICJ880109, FAUJ880111, VENT840101, FASG760102","[49, 61, 81, 82, 120, 123, 130, 132, 134, 136, 143, 144, 154, 155, 156, 157, 171, 188, 192, 196, 261, 275, 277, 298]",120
26-Anderson 2004,0.3,mlp,0.9,0.9,0.91,0.88,0.1,0.1,0.09,0.11,0.9,0.9,0.8,"KLEP840101, BEGF750101, NOZY710101, SUEM840102, LEVM760107, PONP800101, MITS020101","[61, 82, 120, 123, 130, 132, 134, 136, 143, 144, 154, 155, 156, 157, 171, 188, 189, 225, 261, 275]",140
28-Lenckowski 2007,0.3,random forest,0.91,0.9,0.91,0.89,0.09,0.1,0.09,0.09,0.9,0.91,0.8,"CHAM830106, CHAM830103, FAUJ880105, CHAM830108","[49, 61, 82, 120, 123, 130, 132, 134, 143, 144, 154, 155, 156, 157, 158, 171, 188, 189, 225, 277]",80
Van Der Waals Volume,0.3,svc,0.87,0.9,0.91,0.86,0.13,0.1,0.09,0.13,0.89,0.89,0.78,"ANDN920101, CHAM830104, FAUJ880111, MONM990201","[61, 82, 132, 134, 136, 144, 155, 156, 157, 188, 189, 192, 196, 261, 275, 277]",64
Polarizability,0.3,random forest,0.87,0.9,0.91,0.86,0.13,0.1,0.09,0.13,0.89,0.89,0.77,"ANDN920101, FAUJ880111","[61, 82, 132, 134, 136, 144, 155, 156, 157, 188, 189, 192, 196, 261, 275, 277]",32
8-Crippen90,0.3,svc,0.9,0.89,0.9,0.88,0.1,0.11,0.1,0.1,0.89,0.9,0.79,"ANDN920101, CHAM830103, CHAM830107, FAUJ880103, KLEP840101","[49, 61, 81, 82, 93, 120, 123, 130, 132, 134, 143, 144, 154, 155, 156, 157, 171, 172, 188, 189, 196, 225, 247, 261, 275, 298]",130
9-Maiorov92,0.3,random forest,0.89,0.89,0.91,0.88,0.11,0.11,0.09,0.11,0.89,0.9,0.79,"FAUJ880105, CHOC760102, CHAM830107, CHAM830108, KARS160120","[61, 82, 120, 123, 130, 132, 134, 143, 144, 155, 156, 157, 171, 188, 192, 196, 261, 275, 277]",95
14a-Prlic SDM12 2000,0.3,random forest,0.89,0.89,0.91,0.88,0.11,0.11,0.09,0.11,0.89,0.9,0.79,"RACS820109, VENT840101, FAUJ880112","[120, 123, 130, 132, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189, 192, 196, 261, 275, 277]",57
14b-Prlic SDM17 2000,0.3,random forest,0.9,0.89,0.91,0.88,0.1,0.11,0.09,0.1,0.89,0.9,0.79,"PALJ810112, RACS820101, LEVM760107, FAUJ880111, QIAN880137, NOZY710101","[49, 120, 123, 130, 132, 134, 136, 143, 144, 154, 156, 157, 158, 171, 188, 189, 192, 196, 261, 275, 277]",126
15a-Solis(G) 2000,0.3,random forest,0.9,0.89,0.91,0.88,0.1,0.11,0.09,0.11,0.89,0.9,0.79,"JANJ790101, VENT840101, RICJ880112, LEVM760107","[120, 123, 130, 132, 134, 136, 143, 144, 154, 156, 157, 158, 171, 188, 189, 192, 261, 275, 277]",76
23b-Edgar Se-V 2003,0.3,mlp,0.9,0.89,0.91,0.88,0.1,0.11,0.09,0.1,0.89,0.9,0.79,"ANDN920101, CHAM830103, GEIM800101, LEVM760103, KLEP840101, CHAM830107","[61, 82, 120, 123, 132, 134, 136, 143, 144, 154, 155, 156, 157, 171, 188, 192, 261, 275, 277]",114
29-Etchebest 2007,0.3,mlp,0.9,0.89,0.91,0.88,0.1,0.11,0.09,0.11,0.89,0.9,0.79,"PUNT030101, GEIM800105, CHAM830105, FINA910104, CHAM830106, CHAM830103","[120, 123, 130, 132, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189, 192, 225, 261, 275, 277]",114
SE-B(8),0.3,random forest,0.87,0.88,0.89,0.86,0.13,0.12,0.11,0.13,0.88,0.88,0.75,"FAUJ880105, VENT840101, FINA910101, FAUJ880111, CHAM830103, NOZY710101","[120, 123, 132, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189, 192, 261, 275, 277]",102
2-Lehninger70,0.3,random forest,0.88,0.89,0.91,0.86,0.12,0.11,0.09,0.13,0.88,0.89,0.77,"CHAM830104, ANDN920101, FAUJ880112, FAUJ880109, CHAM830103","[1, 61, 81, 82, 93, 120, 123, 130, 132, 134, 143, 144, 154, 155, 156, 157, 171, 172, 188, 196]",100
15b-Solis(D) 2000,0.3,random forest,0.88,0.86,0.88,0.86,0.12,0.14,0.12,0.12,0.88,0.88,0.75,"FAUJ880109, VENT840101, ROSM880103, FAUJ880105, CHOP780204, FAUJ880111","[120, 123, 130, 134, 136, 143, 144, 156, 157, 158, 171, 188, 189, 225, 261, 275]",96
11-Riddle97,0.3,mlp,0.86,0.88,0.9,0.84,0.14,0.12,0.1,0.15,0.87,0.88,0.74,"JANJ790102, CHAM830103, FAUJ880105, FAUJ880112, FAUJ880111","[61, 82, 120, 123, 132, 134, 136, 143, 155, 156, 157, 171, 261, 275]",70
12-Mirny99,0.3,mlp,0.86,0.88,0.9,0.84,0.14,0.12,0.1,0.15,0.87,0.88,0.74,"BEGF750102, HOPT810101, FAUJ880112, FINA910104, VENT840101, FAUJ880111, FINA910101","[61, 82, 120, 123, 130, 132, 134, 136, 143, 144, 155, 156, 157, 171, 188, 196]",112
13-Wang99,0.3,mlp,0.86,0.88,0.9,0.84,0.14,0.12,0.1,0.15,0.87,0.88,0.74,"JANJ790102, CHAM830103, FAUJ880105, FAUJ880112, FAUJ880111","[61, 82, 120, 123, 132, 134, 136, 143, 155, 156, 157, 171, 261, 275]",70
18-Ceiplak 2001,0.3,mlp,0.86,0.89,0.9,0.84,0.14,0.11,0.1,0.15,0.87,0.88,0.74,"CHAM830107, VENT840101, CHAM830105, ANDN920101","[61, 82, 120, 130, 136, 143, 144, 154, 155, 156, 158, 195, 225]",52
Polarity,0.3,mlp,0.85,0.86,0.88,0.83,0.15,0.14,0.12,0.15,0.86,0.86,0.71,"ANDN920101, FAUJ880111, KLEP840101, VENT840101","[120, 123, 132, 134, 136, 141, 143, 154, 156, 158, 162, 171, 188, 192, 247, 261, 275, 277]",72
5-Dickerson83,0.3,mlp,0.85,0.87,0.89,0.84,0.15,0.13,0.11,0.15,0.86,0.87,0.72,"ANDN920101, CHAM830104, FAUJ880111, KLEP840101","[93, 120, 123, 132, 134, 141, 143, 154, 156, 162, 171, 188, 192, 247, 261, 275, 277]",68
10-Thomas96,0.3,mlp,0.86,0.87,0.88,0.84,0.14,0.13,0.12,0.15,0.86,0.87,0.72,"ANDN920101, VENT840101, FAUJ880112, CHAM830103, FAUJ880109, KLEP840101","[61, 82, 120, 123, 130, 132, 134, 136, 143, 144, 155, 156, 157, 171, 188, 196]",96
19-Liu 2002,0.3,mlp,0.87,0.86,0.88,0.85,0.13,0.14,0.12,0.14,0.86,0.87,0.73,"CHAM830103, ANDN920101, FAUJ880112, FAUJ880109, KLEP840101","[61, 82, 120, 123, 130, 132, 134, 143, 144, 155, 156, 157, 171, 188, 196]",75
Hyrophobic,0.3,mlp,0.84,0.85,0.87,0.82,0.16,0.15,0.13,0.17,0.85,0.85,0.69,"ANDN920101, FAUJ880112, KLEP840101, MAXF760101","[93, 120, 123, 132, 134, 141, 143, 156, 162, 171, 188, 192, 247, 261, 275, 277]",64
17-Rogov 2001,0.3,mlp,0.84,0.86,0.88,0.82,0.16,0.14,0.12,0.17,0.85,0.85,0.69,"FAUJ880109, VENT840101, FAUJ880111, CHAM830103, NOZY710101, CHAM830105","[120, 123, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189]",72
27-Melo 2005,0.3,mlp,0.84,0.83,0.85,0.81,0.16,0.17,0.15,0.17,0.83,0.84,0.67,"CHAM830103, PALJ810110, KLEP840101","[120, 123, 130, 134, 136, 141, 143, 154, 156, 157, 158, 162, 171, 185]",42
30-Solis GBMR4 2009,0.3,mlp,0.85,0.8,0.83,0.82,0.15,0.2,0.17,0.15,0.83,0.84,0.65,"ANDN920101, FAUJ880112, KLEP840101, MEIH800101, VENT840101","[61, 74, 120, 123, 134, 136, 141, 142, 143, 145, 154, 156, 157, 158, 162, 171, 185, 195]",90
24-Kosiol 2003,0.3,mlp,0.68,0.88,0.87,0.7,0.32,0.12,0.13,0.41,0.77,0.76,0.57,"ANDN920101, KLEP840101","[61, 120, 136, 143, 154, 156, 158, 162, 195]",18
